,Title,Published_date,Views,Comments,Month
295,Creating command line utility in python | Python Tutorial - Day #85,2023-02-20,44247,199,Feb
296,Time Module in Python | Python Tutorial - Day #84,2023-02-19,47184,835,Feb
297,[Scary] ChatGPT generated this website for me (I am scared) 😢😭,2023-02-19,869671,975,Feb
298,Exercise 9 - Shoutouts to Everyone | Python Tutorial - Day #83,2023-02-18,28311,112,Feb
299,OpenAI Secret Trick - Automated ChatGPT 🔥🔥,2023-02-18,862067,260,Feb
300,Exercise 8 - Merge the Pdf Solution in Python | Python Tutorial - Day #82,2023-02-17,33345,91,Feb
301,AWS Innovate Online Conference 🔥,2023-02-17,19169,121,Feb
302,Hybrid and Hierarchical Inheritance in Python | Python Tutorial - Day #81,2023-02-16,39138,102,Feb
303,Multilevel Inheritance in Python | Python Tutorial - Day #80,2023-02-15,42507,147,Feb
304,Multiple Inheritance in Python | Python Tutorial - Day #79,2023-02-14,44494,102,Feb
305,Single Inheritance in Python | Python Tutorial - Day #78,2023-02-13,45890,119,Feb
306,Enhance your app's security with this tool 🔥,2023-02-12,93381,59,Feb
307,Operator Overloading in Python | Python Tutorial - Day #77,2023-02-12,55357,122,Feb
308,Exercise 8 - Merge the PDF | Python Tutorial - Day #76,2023-02-11,37974,126,Feb
309,Exercise 7 Solution + Shoutouts | Python Tutorial - Day #75,2023-02-10,37120,93,Feb
310,Method Overriding in Python | Python Tutorial - Day #74,2023-02-09,53820,114,Feb
311,"Spot the bug, I challenge you! 👨‍💻",2023-02-09,22444,148,Feb
312,Magic/Dunder Methods in Python | Python Tutorial - Day #73,2023-02-08,56323,141,Feb
313,super keyword in Python | Python Tutorial - Day #72,2023-02-07,55466,142,Feb
314,"dir, __dict__ and help method in Python | Python Tutorial - Day #71",2023-02-06,49954,109,Feb
315,Class Methods as Alternative Constructors in Python | Python Tutorial - Day #70,2023-02-05,57223,297,Feb
316,Class Methods in Python | Python Tutorial - Day #69,2023-02-04,68185,150,Feb
317,"Lets Build a News App Using ExpressJs +HTML, CSS and JavaScript (Awesome Project) 🔥",2023-02-04,76710,203,Feb
318,Exercise 7 - Clear the Clutter | Python Tutorial - Day #68,2023-02-03,42547,123,Feb
319,Appwrite - An Easy to setup Open-Source Backend Server 🔥,2023-02-03,66041,131,Feb
320,Exercise 6 Solution - Library Management Software in Python | Python Tutorial - Day #67,2023-02-02,51147,157,Feb
321,Instance variables vs Class variables in Python | Python Tutorial - Day #66,2023-02-01,66785,130,Feb
322,Static Methods in Python | Python Tutorial - Day #65,2023-01-31,75368,346,Jan
323,Exercise 6 - Library Management System in Python | Python Tutorial - Day #64,2023-01-30,57900,167,Jan
324,Snake Water Gun Game in Python - Exercise 5 - Solution | Python Tutorial - Day #63,2023-01-29,70328,204,Jan
325,Access Modifiers in Python | Python Tutorial - Day #62,2023-01-28,85809,150,Jan
326,Inheritance in Python | Python Tutorial - Day #61,2023-01-27,107872,144,Jan
327,Learn to Install and Manage Applications on Cloudron | Cloudron Tutorial,2023-01-27,12214,56,Jan
328,Getters and Setters in Python | Python Tutorial - Day #60,2023-01-26,109377,258,Jan
329,Decorators in Python | Python Tutorial - Day #59,2023-01-25,152662,249,Jan
330,Constructors in Python | Python Tutorial - Day #58,2023-01-24,152040,266,Jan
331,Classes and Objects in Python | Python Tutorial - Day #57,2023-01-23,215558,996,Jan
332,Introduction to OOPs in Python | Python Tutorial - Day #56,2023-01-22,207793,283,Jan
333,Exercise 5 - Snake Water Gun | Python Tutorial - Day #55,2023-01-21,71385,337,Jan
334,'is' vs '==' in Python | Python Tutorial - Day #54,2023-01-20,72285,238,Jan
335,Tatum: An Amazing platform for Web 3 developers,2023-01-20,36779,164,Jan
336,"Map, Filter and Reduce in Python | Python Tutorial - Day #53",2023-01-19,119106,747,Jan
337,Lambda functions in Python | Python Tutorial - Day #52,2023-01-18,130617,240,Jan
338,"seek(), tell() and other functions | Python Tutorial - Day #51",2023-01-17,96213,220,Jan
339,Tips to get Foreign Internship - Part 2,2023-01-17,109096,76,Jan
340,"read(), readlines() and other methods | Python Tutorial - Day #50",2023-01-16,122017,503,Jan
341,Tips to get Foreign Internship - Part 1,2023-01-16,181061,121,Jan
342,File IO in Python | Python Tutorial - Day #49,2023-01-15,166618,242,Jan
343,Local vs Global Variables in Python| Python Tutorial - Day #48,2023-01-14,109263,262,Jan
344,PC and App Streaming on the Browser: Kasm Workspaces,2023-01-14,17927,103,Jan
345,Exercise 4: Solutions and Shoutouts | Python Tutorial - Day #47,2023-01-13,89779,235,Jan
346,os Module in Python | Python Tutorial - Day #46,2023-01-12,141055,277,Jan
347,"if __name__ == ""__main__"" in Python | Python Tutorial - Day #45",2023-01-11,130176,352,Jan
348,How import works in Python | Python Tutorial - Day #44,2023-01-10,123937,240,Jan
349,Can ChatGPT solve JEE Advanced Problem?,2023-01-10,312673,778,Jan
350,*One* tip to learn programming fast,2023-01-10,558605,403,Jan
351,Virtual Environment in Python | Python Tutorial - Day #43,2023-01-09,147516,404,Jan
352,I asked ChatGPT to write me a standup comedy script!,2023-01-09,114791,289,Jan
353,Avoid this mistake as a coder!,2023-01-09,204549,106,Jan
354,Enumerate Function in Python | Python Tutorial - Day #42,2023-01-08,126584,217,Jan
355,Short hand if else statements | Python Tutorial - Day #41,2023-01-07,117222,415,Jan
356,Which programming language to learn first?🔥,2023-01-07,251493,186,Jan
357,Exercise 4: Secret Code Language | Python Tutorial - Day #40,2023-01-06,117405,534,Jan
358,5 ways to make money as a programmer 🤑,2023-01-06,370361,115,Jan
359,Kaun Banega Crorepati: Exercise 3 - Solution & Shoutouts | Python Tutorial - Day #39,2023-01-05,155244,449,Jan
360,One Harsh truth about programming ☹️,2023-01-05,252320,206,Jan
361,Raising custom errors in Python | Python Tutorial - Day #38,2023-01-04,142519,616,Jan
362,5 ways to master programming logic 🔥,2023-01-04,496617,136,Jan
363,Finally keyword in Python | Python Tutorial - Day #37,2023-01-03,144644,285,Jan
364,5 Tips for Maximum Package College Placement,2023-01-03,370603,123,Jan
365,Exception Handling in Python | Python Tutorial - Day #36,2023-01-02,216005,317,Jan
366,I Interviewed ChatGPT 🔥,2023-01-01,840066,747,Jan
367,ChatGPT will replace you....,2023-01-01,516640,1434,Jan
368,for Loop with else in Python | Python Tutorial - Day #35,2023-01-01,133107,421,Jan
369,Make more money with these 5 Non Tech Skills💰💰,2023-01-01,108649,67,Jan
370,Dictionary Methods in Python | Python Tutorial - Day #34,2022-12-31,148426,318,Dec
371,5 tips to beat procrastination 🔥,2022-12-31,69970,59,Dec
372,Dictionaries in Python | Python Tutorial - Day #33,2022-12-30,212832,484,Dec
373,Set Methods in Python | Python Tutorial - Day #32,2022-12-29,181844,336,Dec
374,I Created a Programming Rap Song with ChatGPT 🧑‍🎤,2022-12-29,476713,790,Dec
375,Sets in Python | Python Tutorial - Day #31,2022-12-28,182566,415,Dec
376,Man Sued his own company 🤣😆😅,2022-12-28,275189,323,Dec
377,Recursion in Python | Python Tutorial - Day #30,2022-12-27,236680,709,Dec
378,Docstrings in Python | Python Tutorial - Day #29,2022-12-26,183925,309,Dec
379,Whatsapp Data Breach  👨‍💻,2022-12-26,90214,156,Dec
380,f-strings in Python | Python Tutorial - Day #28,2022-12-25,214317,378,Dec
381,5 ways to make money in Cybersecurity!,2022-12-25,582397,207,Dec
382,Exercise 3: Kaun Banega Crorepati (KBC) | Python Tutorial - Day #27,2022-12-24,170306,693,Dec
383,The best Todo App (**Ever**) 📝,2022-12-24,163959,201,Dec
384,Exercise 2: Solution & Shoutouts | Python Tutorial - Day #26,2022-12-23,172368,326,Dec
385,Operations on Tuples in Python | Python Tutorial - Day #25,2022-12-22,201667,314,Dec
386,Tuples in Python | Python Tutorial - Day #24,2022-12-21,238659,383,Dec
387,List Methods in Python | Python Tutorial - Day #23,2022-12-20,247825,538,Dec
388,Introduction to Lists in Python | Python Tutorial - Day #22,2022-12-19,333226,990,Dec
389,Function Arguments in Python | Python Tutorial - Day #21,2022-12-18,348066,632,Dec
390,Functions in Python | Python Tutorial - Day #20,2022-12-17,455344,963,Dec
391,break and continue in Python | Python Tutorial - Day #19,2022-12-16,328136,801,Dec
392,While Loops in Python | Python Tutorial - Day #18,2022-12-15,396310,612,Dec
393,For Loops in Python | Python Tutorial - Day #17,2022-12-14,481720,853,Dec
394,Match Case Statements in Python | Python Tutorial - Day #16,2022-12-13,378515,745,Dec
395,Exercise 2: Good Morning Sir | Python Tutorial - Day #15,2022-12-12,374896,1371,Dec
396,If Else Conditional Statements in Python | Python Tutorial - Day #14,2022-12-11,518524,1023,Dec
397,₹ 936 crores fine to Google again💰,2022-12-11,225307,198,Dec
398,String Methods in Python | Python Tutorial - Day #13,2022-12-10,609253,964,Dec
399,Money Making Opportunity 🔥,2022-12-10,468270,465,Dec
400,Strings Slicing and Operations on Strings in Python | Python Tutorial - Day #12,2022-12-09,526158,1524,Dec
401,Create your own VPN server using Open VPN,2022-12-09,141273,202,Dec
402,Strings in Python | Python Tutorial - Day #11,2022-12-08,577535,965,Dec
403,Taking User Input in Python | Python Tutorial - Day #10,2022-12-07,523097,1262,Dec
404,Typecasting in Python | Python Tutorial - Day #9,2022-12-06,568017,1164,Dec
405,"Creating a Weather App Using HTML, CSS and JavaScript 🔥",2022-12-06,492853,794,Dec
406,Exercise 1: Calculator using Python (Solution) | Python Tutorial - Day #8,2022-12-05,548854,1085,Dec
407,Exercise 1: Calculator using Python | Python Tutorial - Day #7,2022-12-04,617997,1791,Dec
408,"Creating a Dictionary App using HTML, CSS, JavaScript & RapidAPI",2022-12-04,87266,183,Dec
409,Variables and Data Types | Python Tutorial - Day #6,2022-12-03,849808,2011,Dec
410,Create your own Social Media Website - Mastodon Server Tutorial 🔥,2022-12-03,48050,210,Dec
411,My Favorite VS Code Extension 🔥,2022-12-03,352659,85,Dec
412,"Comments, Escape Sequences & Print Statement | Python Tutorial - Day #5",2022-12-02,990813,3069,Dec
413,Recession and layoffs - When will it end?,2022-12-02,291689,571,Dec
414,Our First Python Program | Python Tutorial - Day #4,2022-12-01,939236,4407,Dec
415,Modules and Pip | Python Tutorial - Day #3,2022-11-30,1304318,1806,Nov
416,Some Amazing Python Programs - The Power of Python | Python Tutorial - Day #2,2022-11-29,1451579,2112,Nov
417,Introduction to Programming & Python | Python Tutorial - Day #1,2022-11-28,4181075,17946,Nov
418,#100DaysOfCode with Python,2022-11-27,193935,6192,Nov
419,Upskill on cloud : A guided tutorial to avail 50% discount on certification,2022-11-27,20288,115,Nov
420,"Lets Create a World Clock with Alarm Using HTML, CSS & JavaScript",2022-11-26,75467,238,Nov
421,AI for Frontend Development 🔥,2022-11-25,190537,172,Nov
422,THIS NEEDS TO STOP! Shame! (Watch full video) 😢,2022-11-22,394136,1441,Nov
423,3 Killer Job Tips 🔥,2022-11-20,141036,110,Nov
424,(∄ a) A Perfect Developer 💻,2022-11-18,289460,219,Nov
425,Locofy.ai: Convert your Figma designs to Quality Code 🔥,2022-11-17,285508,385,Nov
426,Project 2: Bulk Rename Desktop App in Node.js | JavaScript Tutorial in Hindi #103,2022-11-15,96763,293,Nov
427,Project 1: PDF Merger WebApp Using JavaScript & Bootstrap | JavaScript Tutorial in Hindi #102,2022-11-10,187885,444,Nov
428,Exercise 8 - Solutions and Shoutouts | JavaScript Tutorial in Hindi #101,2022-11-10,53493,85,Nov
429,Event Loop in JavaScript | JavaScript Tutorial in Hindi #100,2022-11-09,100462,249,Nov
430,Regular Expressions in JavaScript | JavaScript Tutorial in Hindi #99,2022-11-08,84388,81,Nov
431,Top 3 Languages for Web Development,2022-11-07,644625,239,Nov
432,Top 3 Programming Languages 💻,2022-11-06,920636,387,Nov
433,Using Express.js to Create a Backend Server | JavaScript Tutorial in Hindi #98,2022-11-05,49484,150,Nov
434,Modules in JavaScript | JavaScript Tutorial in Hindi #97,2022-11-05,61009,103,Nov
435,Is Maths required for coding?,2022-11-04,587838,306,Nov
436,npm and Node.js Packages | JavaScript Tutorial in Hindi #96,2022-11-04,70644,187,Nov
437,3 GBPS = Your Internet Speed 🤯,2022-11-03,597717,349,Nov
438,JavaScript on the Server | JavaScript Tutorial in Hindi #95,2022-11-03,47298,80,Nov
439,Exercise 8 - Alarm Clock | JavaScript Tutorial in Hindi #94,2022-11-03,34689,55,Nov
440,Best Coding App for Phones🔥,2022-11-02,531768,329,Nov
441,Exercise 7 - Password Generator Solution | JavaScript Tutorial in Hindi #93,2022-11-02,42483,70,Nov
442,JavaScript Chapter 12 - Practice Set | JavaScript Tutorial in Hindi #92,2022-11-02,32595,79,Nov
443,Match Case 🐍,2022-11-02,58690,52,Nov
444,Arrow Functions Revisited | JavaScript Tutorial in Hindi #91,2022-10-31,82560,133,Oct
445,Closures in JavaScript | JavaScript Tutorial in Hindi #90,2022-10-31,107775,153,Oct
446,Hoisting in JavaScript | JavaScript Tutorial in Hindi #89,2022-10-28,98545,159,Oct
447,local and global Scope in JavaScript | JavaScript Tutorial in Hindi #88,2022-10-28,53540,63,Oct
448,Destructuring assignment and Spread Operator | JavaScript Tutorial in Hindi #87,2022-10-28,77870,95,Oct
449,IIFE - Immediately Invoked Function Expressions | JavaScript Tutorial in Hindi #86,2022-10-27,59141,144,Oct
450,Monitor your Server from Browser like a Pro - CasaOS 🔥,2022-10-26,27679,107,Oct
451,Exercise 7 - Password Generator | JavaScript Tutorial in Hindi #85,2022-10-25,42692,84,Oct
452,Google's business strategy! (brilliant) 🔥,2022-10-24,124445,46,Oct
453,Exercise 6 - Solution & Shoutouts | JavaScript Tutorial in Hindi #84,2022-10-23,48183,155,Oct
454,JavaScript Chapter 11 Practice Set | JavaScript Tutorial in Hindi #83,2022-10-23,39460,103,Oct
455,Windows 12 leaked (Have a Look)😯,2022-10-22,466968,232,Oct
456,"getters, setters & instanceOf Operator | JavaScript Tutorial in Hindi #82",2022-10-22,62110,170,Oct
457,"₹1,337.76 crore fine on Google",2022-10-21,142799,137,Oct
458,$19M fine on Apple 🍎,2022-10-21,130011,126,Oct
459,Static Method in JavaScript | JavaScript Tutorial in Hindi #81,2022-10-21,53850,75,Oct
460,Constructors in JavaScript | JavaScript Tutorial in Hindi #80,2022-10-20,52308,303,Oct
461,Constructors in JavaScript | JavaScript Tutorial in Hindi #79,2022-10-20,56155,112,Oct
462,Constructors in JavaScript | JavaScript Tutorial in Hindi #77,2022-10-20,86968,80,Oct
463,Inheritance & extends Keyword in JavaScript | JavaScript Tutorial in Hindi #78,2022-10-20,65847,135,Oct
464,WhatsApp Vulnerability 👩‍💻👨‍💻,2022-10-19,264015,128,Oct
465,Classes and Objects in JavaScript | JavaScript Tutorial in Hindi #76,2022-10-19,126452,152,Oct
466,Protypes and __proto__ in JavaScript | JavaScript Tutorial in Hindi #75,2022-10-19,93911,112,Oct
467,Introduction to Object Oriented Programming | JavaScript Tutorial in Hindi #74,2022-10-18,100157,135,Oct
468,This Investment Is Worth It 💰💰,2022-10-17,303590,202,Oct
469,Exercise 6: Todo List | JavaScript Tutorial in Hindi #73,2022-10-17,61632,62,Oct
470,Exercise 5: Solutions & Shoutouts | JavaScript Tutorial in Hindi #72,2022-10-17,46112,60,Oct
471,JavaScript Chapter 10 - Practice Set | JavaScript Tutorial in Hindi #71,2022-10-16,62685,285,Oct
472,sessionStorage & related methods | JavaScript Tutorial in Hindi #70,2022-10-16,63747,90,Oct
473,localStorage & related methods | JavaScript Tutorial in Hindi #69,2022-10-15,110241,126,Oct
474,Cookies in JavaScript| JavaScript Tutorial in Hindi #68,2022-10-15,113995,133,Oct
475,Sending POST request with Fetch API | JavaScript Tutorial in Hindi #67,2022-10-14,129916,375,Oct
476,Fetch API | JavaScript Tutorial in Hindi #66,2022-10-14,257020,173,Oct
477,Every Freelancer should do *these* (Max Earnings),2022-10-13,145377,271,Oct
478,Exercise 5: Hackerman | JavaScript Tutorial in Hindi #65,2022-10-13,54012,132,Oct
479,Exercise 4: Solutions & Shoutouts | JavaScript Tutorial in Hindi #64,2022-10-12,57425,80,Oct
480,JavaScript Chapter 9 - Practice Set  | JavaScript Tutorial in Hindi #63,2022-10-12,73068,117,Oct
481,The Finally Clause | JavaScript Tutorial in Hindi #62,2022-10-11,67237,287,Oct
482,The Error Object & Custom Errors | JavaScript Tutorial in Hindi #61,2022-10-10,77371,108,Oct
483,Data Breach 🤯,2022-10-10,88172,54,Oct
484,Free AI Code Completion 🔥,2022-10-10,183774,57,Oct
485,Error Handling: try and catch | JavaScript Tutorial in Hindi #60,2022-10-09,110683,199,Oct
486,Sova Virus is Dangerous! 👨‍💻,2022-10-08,157975,106,Oct
487,Async/Await in JavaScript | JavaScript Tutorial in Hindi #59,2022-10-08,219480,241,Oct
488,Use Your Computer From a Browser Tab (Amazing Technology),2022-10-07,126879,317,Oct
489,The Promise API | JavaScript Tutorial in Hindi #58,2022-10-07,106475,158,Oct
490,Attaching Multiple Handlers to a Promise | JavaScript Tutorial in Hindi #57,2022-10-06,89481,123,Oct
491,Promise Chaining .then() calls | JavaScript Tutorial in Hindi #56,2022-10-06,132163,180,Oct
492,Promise .then() and .catch() | JavaScript Tutorial in Hindi #55,2022-10-05,179140,183,Oct
493,Awesome .new Domains 🔥,2022-10-05,78831,59,Oct
